Date,Link,Message
2022-03-01 11:34:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6904327345118019584,Sai Babu Chowdary Jasti
2022-03-01 11:01:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6904269823761641472,Shubhankit Sirvaiya but we see something in blue colour right 😂 just like that
2022-03-01 10:42:55,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6904269823761641472,May be electricity is in blue...so
2022-03-01 10:19:19,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6904353223331958784,Half of my btech went with only college labs...🤣 Neelesh Bhakt
2022-02-28 10:45:39,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903648873714454528,#cfbr
2022-02-28 09:28:19,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903980014166003712,Now some companies tries to offer you loan at a click of seconds.   🤣
2022-02-28 08:56:58,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903955249632272384,Сураз Гіміре  ❤️ 🇺🇦 correct ...no one is able to understand the situation ...it not boolean answer yes or no..
2022-02-28 07:45:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903926779346845696,Adding one more thing joining bonus for lucky people Shashank Mishra 🇮🇳
2022-02-28 07:43:40,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903955249632272384,Pankaj Menaria hopefully positive 🤞
2022-02-28 07:31:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903955249632272384,Pankaj Menaria it's not about the name bro...anyways u win the battle I will just sit aside and watch...🙏
2022-02-28 07:28:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903955249632272384,Сураз Гіміре  ❤️ 🇺🇦🤣
2022-02-28 07:27:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903955249632272384,We are  not like them bro...some difference should there between them and us...which keeps us unique from others....hope u understood Pankaj Menaria 
2022-02-28 07:23:27,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903955249632272384,Bro but I can't change my name... because I'm serving notice ....it will be difficult for hr to pronounce my name...😟 Сураз Гіміре  ❤️ 🇺🇦
2022-02-28 07:21:46,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903918834198401024,Top edu tech  companies and some companies who struggle to say we are top most edu tech...should learn from this🤣🤣
2022-02-28 07:16:01,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903742158197907456,Rishi Anandcorrct
2022-02-28 07:15:04,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903942289673330688,I have unfollowed some influencers on Linklden... purely obbesed with their marketing posts .. and chaatu gang....
2022-02-27 17:32:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903742158197907456,Done bro.... Thanks for Idea
2022-02-27 17:32:26,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903742158197907456,
2022-02-27 16:30:58,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903663780849348609,#Cfbr
2022-02-27 11:52:22,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903573446207639552,Bonoshree Mondal hmm... different...perceptions... Come from different environment...need to be strong....
2022-02-27 07:23:00,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903573446207639552,But you still won't be that bad as their are our blood...can't be compared parents with others..
Because once u achieve it ..only  parents are the atmost happiest persons in the world
2022-02-27 05:45:57,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903573446207639552,It doesn't stop there....these comments will come from the colleagues as well....Shashank Mishra 🇮🇳
2022-02-27 05:19:28,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903344087362093056,Irrespective of community and religion..these have always been on top....❤️
2022-02-27 01:48:52,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903209658367000576,Shivangi Kalra  because creating the content is not a cup of tea for every one..
2022-02-26 17:54:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902824664603971585,Suraz Ghimire that's the fact😅
2022-02-26 10:55:26,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903253074232885248,My hit list was always asus rog republic phone and laptop.but I'm not sure when I will be going to afford it....😅
2022-02-26 08:55:37,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903203081689845760,Nashra sultana
2022-02-26 07:02:20,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903203081689845760,Lessons will be learned 😅
2022-02-26 00:03:29,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902892661825773568,Krishna Binoth Shahi
2022-02-25 10:01:41,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902880072882106368,Suraz Ghimire noted!
2022-02-25 08:07:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902880072882106368,Explained everything.... All possibilities ..included all the  leaders name which  given in the post
2022-02-25 07:51:20,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902824664603971585,Agree😅 but I eventually tell the truth personally to the candidate...
2022-02-25 05:15:21,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902836266606686208,"Yesterday Israel, now Ukraine... tensions around the world ..people speaking about ww3"
2022-02-24 18:19:54,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902665905097322496,Suraz Ghimire aap mulitalented.  Bhai saab.  🙏 No comments
2022-02-24 18:02:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902665905097322496,Next level ..Gitar...composer.  
2022-02-24 13:23:49,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6902598563990495232,It's for real....I kept while loop running and the left the system for while....eventually after sometime system got hanged ..had to restart...🤯
2022-02-24 12:05:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902215208614400000,Yeah ... that's correct Priya Chauhan idea behind this to understand the interview senarios... If you find anything beyond that.. kindly let me know.
2022-02-24 09:10:40,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902532466285129728,Now a days it's difficult to get the feedback from hr... no luck .... Even I'm also facing the same.
Irony is that if the interview is positive also they will say  next rounds are in hold🤣 and won't pick the calls..
2022-02-24 07:11:18,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902497099272044544,Suraz Ghimire Kya Kare attention chayiie.  Unko...
2022-02-24 07:10:30,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902497099272044544,Suraz Ghimire😅
2022-02-24 06:49:58,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6902479878885904384,Next level ..
2022-02-24 06:48:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902497099272044544,Bhai Mai aise nhi hu😅 Suraz Ghimire
2022-02-24 00:25:02,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902215208614400000,Will try to implement in pyspark
2022-02-23 14:30:23,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6902095168518942720,Nicholas Renotte your video has become viral.....but appreciation  went into other hands...any how congrats bro...🤝
2022-02-23 14:28:47,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902215208614400000,Glad it helped..👍
2022-02-23 11:56:29,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A25827-6902183920813899776,"After successful execution ur code is creating one more count ie, 6+1=7 so eventually if condition will also be executed"
2022-02-23 04:25:47,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902034119010721792,Soumika Bhattacharjee
2022-02-22 17:00:55,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6901902714750799874,Subham try to check this once https://stackoverflow.com/questions/56857453/what-is-the-difference-between-partitioning-and-bucketing-in-spark
2022-02-22 16:38:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6901902714750799874,Subham purely we need to work spark side. To do bucketing on data level....as per knowledge it not with cloud directly.  
2022-02-22 16:28:45,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6901902714750799874,Subham Sahu ☁️ so can we do some bucketing or partitioning on the dataset....if possible??
2022-02-22 16:22:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6901902714750799874,Subham partition of data will leads to distribute the data over the partions of spark network.so if we use each record as one partition so definitely we have to wait for partions of spark to be freed to get processing for other set of records
2022-02-22 16:03:12,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6901902714750799874,One question here repartitioning on I'd means each record one partition each?? If yes then if we exceed the number  of partitions so other data rows should wait. Until these partions get freed....right??? 
And can't we do bucketing on specific column in data lake.  Just curious...if I'm wrong?
2022-02-22 14:34:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6901849120147931136,Binoth Shahi
2022-02-22 09:09:08,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6901801558028492800,Income tax should be paid from the influencers who post the same advertising  thing repeatedly
2022-02-22 09:04:24,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6901775561887223808,Alternative to #Linklden should come
2022-02-22 08:03:05,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6901214735342157824,Thanks Vinu Chakravarthy  glad it helps you...
2022-02-22 06:35:59,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6901766473874759680,Binoth Shahi
2022-02-22 04:03:38,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6901561920696971264,And more over market and advertising at its peak for people having huge number of followers
2022-02-22 00:07:35,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6901409377551806464,I even started unfollowing people ..who are doing business
2022-02-21 03:54:16,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6901214735342157824,Thanks Ram....
2022-02-20 14:13:00,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6901160080793026560,sai with M1-back i mean back logs
for me it is Electrical technology!!!! 😂 Shashank Mishra 🇮🇳
2022-02-20 12:05:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6901132704113401856,#Marketing
2022-02-20 06:06:15,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6901034123285147648,Great opportunity
2022-02-20 03:13:13,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6900742963102908416,Binoth Shahi
2022-02-19 23:57:15,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6900788477097512960,If interviewer made his mind to reject you any way...there will be no luck & hard work  doesn't matter...even I have gone through with this phase ...only 20 minutes of casual discussion rejected...n many more.....
2022-02-19 09:13:11,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6900660313700847616,Good work keep it up...👍...I hope more to hear in feature about Hadoop ecosystems..
2022-02-18 16:15:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6900417845436522496,Binoth Shahi
2022-02-18 13:02:58,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6900344099568726016,Relatable😅
2022-02-18 00:41:53,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6900168859882770432,Increase crime rate ..
2022-02-17 15:58:52,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A3990648-6900095612281344000,It made a smile on my face😍
2022-02-17 12:13:08,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6900024213709692928,Leave that ..atleast feedback after the interview will suffice the candidate hunger...😢
2022-02-17 12:07:00,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A3990648-6900033798785093632,I support this project should gain more and more features 💐
2022-02-17 10:26:20,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6899968705762091008,Congratulations keerti...hope I get the same email in future
2022-02-17 05:52:31,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6899945924785766400,Bhai abb tu marketing karware...scaler ki
2022-02-17 05:46:33,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6898221038098898944,++
2022-02-16 10:56:22,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6899595156224401408,how u will get the dare to quit the job of 1 crore  and have startup ... suppose if u come from below middle class
2022-02-16 05:25:37,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6899387973138538498,So many Influencers with more number of followers in Likndeln  have become Marketing/advertising Professionals as well 😂 Suraz Ghimire
2022-02-15 14:00:22,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6899345671556861954,Sarcastic on hirect🤣 Sumit Mittal
2022-02-15 08:19:25,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6899213212508651520,Diff function in spark dataframe also will work ..
2022-02-15 07:09:39,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6899226300624834560,Binoth Shahi
2022-02-15 04:35:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6899199747001868289,Binoth Shahi
2022-02-14 16:35:00,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6898986118558179328,Skipping the slides .because of interest of time...that may be huge smile🤣🤣🤣
2022-02-13 14:58:29,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6898608771636060161,Hope I continue...
2022-02-13 14:08:33,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6898608771636060161,Always....
2022-02-12 16:58:09,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6898258822155370496,Great opportunity for iits and nits...
2022-02-12 09:27:01,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6898162424302972928,If u Don't know swimming that also will be fun 🤣🤣
2022-02-12 09:19:34,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6896629326209544192,Avengers....assemble......🤣🤣
2022-02-12 06:18:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6898102029865111552,Very rare in the market... but who does that should deserve..more ..
2022-02-12 05:10:20,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6897958313829498880,Whatever it is convert from Unix timestamp 🤣🤣
2022-02-12 03:46:48,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6897597765074178048,I hope Great expectations should come  from Great expectations FinSMEs Ltd
2022-02-11 12:07:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6897835851125022720,Binoth Shahi
2022-02-10 09:45:36,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6897436622078525440,Great opportunity
2022-02-10 04:09:02,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6897386989206003712,Relatable 😅
2022-02-09 08:15:49,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6897038877719195649,Just a sarcastic smile
2022-02-04 13:20:31,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6895277536423612416,Shift+tab also😉
2022-02-04 13:09:17,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6895327860941303808,It's a cartesian product 4x4=16
2022-02-01 10:40:15,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6891385415467945984,Agree
2022-02-01 10:31:26,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6894211243599642625,Binoth Shahi
2022-02-01 01:45:18,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6893849610163752960,Literally.... picking up the highest number of followers....on linkdlken and making promotions🤣
2022-01-30 10:14:53,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6889560078815399936,Soumika Bhattacharjee
2022-01-30 09:51:56,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6893449162688724992,Indentation for pythoniers...😅
2022-01-27 03:57:46,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6892000954808700929,Literally you won't get sleep....will be in trans world😅
2022-01-27 03:56:39,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6892303627600437248,Congratulations Shashi..
2022-01-21 08:00:00,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6890166240757850112,He is cobbler too.... ?? Mention it...
2022-01-21 07:56:37,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6889815874648322048,Opportunity doesn't come frequently...#freshers #jobs #fresher Soumika Bhattacharjee
2022-01-14 05:18:36,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6887601125080489984,Divyank Khatri🤝
2022-01-14 05:07:56,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6887601125080489984,You missed the name BHOGI... Happy festive
2022-01-13 12:29:00,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6887346677674577920,Congrats bro...
2022-01-13 02:33:25,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6887002152523448320,I need these....🤣
2022-01-07 18:19:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6885266497363701760,Thanks for understanding the senario.... Ram . 
2022-01-07 18:07:18,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6885266497363701760,Ashutosh Rai thanks for your suggestions..always helpful...some where something can be useful....in data world.... requirements are not specific...to one thing....
Even I have used concat with string in use case.... Happy learning cheers....
2022-01-06 04:39:39,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6884466894959714304,Please have something AI stuff on polls side.... unnecessary and irrelevant polls should be stopped...LinkedIn M Ayushi
2022-01-04 03:59:43,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6883656822301970432,"Getting insights from organizations,job preparation,jobs,referrals,job insightful contents, technology related stuff are always helpful...untill unless useless content should be removed. LinkedIn LinkedIn Marketing Solutions LinkedIn Life please look such  useless polls..#mentors #teachers #trainers please take this campaign forward..Suraz Ghimire Sumit Mittal DataMaking iNeuron.ai"
2022-01-02 11:08:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6883142259638984704,Ram . Glad it helped you...Thanks ram....will continue...the efforts ..🤝
2022-01-02 05:27:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6883142259638984704,Definitely Sachin Mittal 🤝 New Year Resoultion building the better community...
#newbeginnings2022 #linkedinfamily #newyearresolution 
2022-01-01 18:14:52,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6883036051385008128,Rare...core jobs...++
2021-12-31 19:43:02,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6878624382160396288,You can also send it to connect8ram@gmail.com
2021-12-31 19:35:23,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6882602879115370496,It's not smart work ..it's smart machine
2021-12-31 02:29:37,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6882239345290440704,Drop ur resume to connect8ram@gmail.com
2021-12-30 17:39:40,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6881849003647090688,Drop mail to connect8ram@gmail.com
2021-12-28 14:47:27,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6881516659979505664,Please send it resume to connect8ram@gmail.com
2021-12-27 02:03:10,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6878224993843474432,Please drop mail to connect8ram@gmail.com
2021-12-24 03:00:58,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6879851255703900160,Real time implementation . Airflow with bigdata senarios
2021-12-22 17:14:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6878182500238286848,Glad it helped...👍
2021-12-22 08:28:56,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6879103979612196865,Sagar Prajapati yes...bro..may be .. for high probability you can ..machine learning 😅
2021-12-22 07:18:16,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6879318821816160256,My opinion is work depends on the timelines...rather than time bound....personal view....only...🙏
2021-12-22 01:11:08,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6874238904103436288,There is no alias method for dataframe
2021-12-22 01:08:33,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6874238904103436288,B
2021-12-22 01:07:04,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6879103979612196865,LinkedIn  we need to have some basic  checks before posting it... something like approval...
2021-12-21 13:36:07,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6878996406909194240,The  car that u bought it...😅Divyank Khatri
2021-12-21 04:07:33,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6878728934842798081,"LinkedIn Help  we require ..an emoji..for saying...  ""How this post is helpful to the community.."""
2021-12-20 15:00:22,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6878666127757721600,As of now from  India ...govt is not making any legalities for crypto market
2021-12-20 09:24:19,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6878574044447412225,People who voted for 6 day a week may be higher management 😶
2021-12-20 08:42:07,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6878182500238286848,Thanks Sachin Mittal Bhai....
2021-12-20 01:55:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6878182500238286848,Rakesh Dey Hi Rakesh...updated ...
2021-12-19 06:44:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6878182500238286848,Rakesh Dey  Thanks Rakesh for your suggestions...
Surely will try to update the article...by default from spark 3x it is auto enabled...for demo purpose I disabled explicitly and enable...to show the execution plan...
2021-12-19 01:15:13,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6876686397013577728,Soumil Shah  I'm bunny_vlogs subscriber....can we have gist of this video...if possible??
2021-12-19 00:29:19,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6877648964817178624,#support
2021-12-19 00:08:45,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A3990648-6877950458305110016,I'm afraid of govt alleged taxes..saying omicron effect...
2021-12-18 01:45:33,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6874239567126421504,Why not b??
2021-12-17 02:31:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6877368909402578944,Great aquisition..Hugging Face
2021-12-17 02:14:07,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6876051317815681025,Abvously false it will go to next stage only when tasks of before stages completed
2021-12-17 02:04:48,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6874242361170411520,There is no specific upsert  keyword in spark
2021-12-15 13:25:07,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6876841049143308288,LinkedIn
2021-12-07 16:06:09,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6873949599782981632,Bit curious...how they were meeting the timelines....
2021-12-06 06:49:35,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6873468173006512128,Deepak Goyal I'm following u ..😅 that is why I found ur post
2021-12-06 06:19:18,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6873490052777881600,Quite surprising... Hyderabad....??
2021-12-06 06:18:18,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6873468173006512128,sairamdgr8@gmail.com
2021-12-06 00:52:18,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6872504775041253376,Same insights....here as well explanation.......🤣
2021-12-04 16:38:57,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6872840544167583744,joy dev Binoth Shahi
2021-12-04 16:11:47,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6872810093784637440,#support #help
2021-12-04 00:00:05,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6871794613271830528,Always lazy
2021-12-01 08:20:54,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6868823267000639488,There should be laugh symbol...😅
2021-12-01 01:06:35,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6871428422623731712,It's c
2021-11-30 11:40:58,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6871362021833613312,Good Bhai....👍
2021-11-29 08:10:53,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6870979747883679744,A
2021-11-29 08:09:02,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6870979461580488704,C
2021-11-28 00:31:44,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6869173346081353728,Dbc
2021-11-28 00:18:53,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6868874632007581696,His wife has been given  post of group-1 officer in our state government...for his honor
2021-11-26 03:43:14,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6869819724327469056,Ats means application tracking system where it detects the contents of resume .
2021-11-24 16:10:52,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6869112942307110912,It's better we won't make linkdlken one more Facebook...
Just my thoughts
#linkedin #linkedinposts
2021-11-24 15:25:29,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6869268986303942656,Vinu Chakravarthy
2021-11-22 05:17:57,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6868416561573572608,Congtraz bro....
2021-11-21 08:36:38,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6868074973362298880,Binoth Shahi
2021-11-20 15:30:59,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6867719224001916928,Divyank Khatri will wait  for review...
2021-11-20 10:42:44,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6867768678675468289,PRAMOD AGRAWAL
2021-11-20 07:54:03,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6867719224001916928,Divyank Khatri  congrats...
curious: about the average mileage...
2021-11-20 07:52:36,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6867708402840211456,Nice...just thinking how would they sit 😅 Anthony J James
2021-11-19 05:19:18,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6867308732565590016,No one is making fun..more over people are in stale state of mind ...right now... #ipo
2021-11-19 02:15:14,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6867260578281390080,I hope temperature lock is present for it....😅 Anthony J James
2021-11-18 13:23:59,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6867063575379226624,A car...reason: Will sell it ..and go for the same domestic vacation  will resonable cost Ankur Warikoo
2021-11-18 05:24:32,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6866957549296508928,Really tough one.. decision...👍
2021-11-16 12:51:45,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6866176320817135616,Just curious: if the person is heavy weight or tall how this gonna manage...Anthony J James
2021-11-15 12:08:46,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6865974989091426305,I stand by ur words.....at the same time candidate is waiting to join and last minute offer taken back by the organization will cause more devastating to candidate as many hopes and lives are critically depends on it......
Both situations  are vice versa......we should not see one side of it...
2021-11-13 15:48:39,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6865225410473549824,Most of the time I prefer making food myself..🤝
2021-11-10 10:33:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6864036947279667200,Wala
2021-11-10 07:08:09,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6860138754166853632,sairamdgr8@gmail.com
2021-11-10 02:48:56,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6863396114964525056,Exactly..crisp....👌
2021-11-09 01:33:43,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6863325756454420480,You have to consider the intake  is inversely propertional to demand
2021-11-07 17:11:46,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6861189542419025920,Bhim
